,text,is_positive
4686,Google to build self-driving cars. Funky looking but cool to see this dream come alive. http://t.co/EOkl9MfBvc,1
4689,A lot of thought went into Google's Self-driving car. #inspiration #googlecar http://t.co/q3JGSFlgY2,1
4691,"Google's cutesy self driving car designs are awesome. Cars don't need to look cool in a post-driver world, they need to look safe &amp; friendly",1
4693,"Date idea: Here, let me hop in my self-driving car. I'll go pick up a nice self-eating dinner and we'll enjoy some self-loathing. #DaFUTURE",0
4694,"If Google's self-driving car can negotiate the social confusion of a typical Seattle four-way stop junction, I think their work is done.",1
4695,"@M_C_Klein Self-driving Ubers would be pretty ideal, yes?",1
4696,#Google's self driving car -- Delovely!,1
4698,I bet the Chinese self driving car will go much faster than 25 mph! #justsaying #codecon,1
4701,Ì¢âÂÒ@verge: Breaking: this is Google's own self-driving car http://t.co/IFB5feTuHA http://t.co/MbpifHw3u6Ì¢âÂå they need to buy Tesla ASAP :),1
4703,Self-driving cars put hype in their rear-view mirror. The potential is real NOW. http://t.co/vH3jfkjCZc,1
4704,Google Says Its Self-Driving Cars Can Tackle City Streets Now http://t.co/Rv71fYrIz3. @FOX17,1
4709,The self-driving car masters city-street driving | KurzweilAI http://t.co/wnMNZ6oOmz via @kurzweilainews,1
4710,Are self-driving cars the answer to LA's traffic problems? Innovation chief @pietromarx thinks maybe so. #DisruptLA,1
4711,"Really, you like a world with self-driving cars? What about just a better global transport structure, trains and such, @pmarca?",0
4717,Defiantly going to get my self-driving car license. :),1
4718,Couldn't disagree more! @SAI: Here's the problem with self-driving cars. Real people really like driving their cars. http://t.co/1ue0gYp3qm,0
4722,"Used the ""auto park"" feature for the first time on my car today while parallel parking. Pretty cool, bring on self driving cars!",1
4724,"@AbolitionOf yup, and that's the problem. We go for entertainment too often over education. But self-driving cars are entertaining too!",1
4727,"@kathrynschulz @edyong209 The self driving car will be attentive, something humans lack. And a factor in many accidents.",1
4729,Why self driving cars? I enjoy driving. Invent self washing dishes @google #solverealproblems,0
4731,Self-driving-car -on-self-driving-car road rage is how Transformers 5 begins.,0
4732,Maybe #Google should spend less time on a self-driving care and more time on Google Places and Google Maps. #Burn,0
4734,Ì¢âÂÒ@Techland: What it feels like to ride in a self-driving car | http://t.co/6K0RXc0APyÌ¢âÂå truly awesome!,1
4736,I'm in a self-driving car! #googlex #autonomousvehicle,1
4738,"Ì¢âÂÒRiding in a self-driving car isn't scary. In fact, it's so mundane that you forget it's amazing http://t.co/DtamMyccysÌ¢âÂå @rachelisafox3",1
4740,Self-driving cars won't run over cyclists who use proper hand signals Ì¢âÂÛÏ https://t.co/ESWUMmSRM2,1
4747,Google's self-driving car prototype is SO cool! I want to put it in my pocket. http://t.co/KFk62RY4OH #backtothefuture #missmycar,1
4750,Oh look how cute that little bug is! Ì¢âÂÒThe next stop on the road to a self-driving car http://t.co/Xf9mQ4Ysa7 http://t.co/r9spq6119tÌ¢âÂå,1
4752,"that self driving car is terrifying, especially if it runs linux.",0
4753,Googles self driving car nah bruh my car catch a proxy virus and I crash and burn nah I'm good I'll risk driving with a stering wheel,0
4754,Wow we are getting futuristic Ì¡üèÏå_ google self driving cars now? Ì¡üèÏåÂ,1
4755,"Dear @google: sign me up for self driving cars, but I wouldnÌ¢âÂã¢t be caught dead in your ugly ass idea of what one looks like. #sorrynotsorry",0
4756,Google's self-driving car (or is it a taxi?)Ì¢âÂÛVery cute. Too cute? http://t.co/ZKGHGuZkJL http://t.co/6JJipcq1X7,1
4757,"If this is @google's idea of a self-driving car, I'll take the bus. Driving around lookin' like Steve Urkel. http://t.co/EwIrkSeBe0",0
4758,I must have this. My life would be complete. MT @b_fung: Google's new self-driving car is pretty cute. http://t.co/9EkX0zsvM8,1
4759,I will buy the hell out of the first self driving car; be prepared for the largest disinformation campaign in history http://t.co/npbNQeseHe,1
4761,"You guys can poke fun at GoogleÌ¢âÂã¢s self-driving car thing, but as someone whoÌ¢âÂã¢s banned from driving because of my vision, IÌ¢âÂã¢d LOVE one.",1
4766,"Cal me a Luddite, but I don't want a self driving car. Driving is a passion! I enjoy each gear change and turn of the steering wheel.",0
4768,"@Chris_Gammell I can not wait to relegate my daily commute to a self-driving car, as long as I have to have a commute.",1
4769,Google's new self-driving car reminds me too much of the Howard from Clear History.,0
4771,This is awesome! A proper self driving city car. Can't wait to see these on the streets in Mountain View. Sign me up! http://t.co/kChougp2PI,1
4772,So cool! Ì¢âÂÒ@travisk: PUMPED to see self-driving cars on the road! http://t.co/a6vJtP6qOvÌ¢âÂå,1
4775,Is it crazy to think that self driving cars will be the biggest innovation of the last few decades? http://t.co/VLTLYmug89,1
4777,I'm looking forward to Uber announcing their self-driving car initiative.,1
4779,I saw an actual self-driving car today actually self-driving on a busy road in Mountain View. Indistinguishable from magic.,1
4782,Why don't I have one of those self-driving Nevada cars yet? #google,1
4785,@timothyjoreilly yup exactly. the self-driving car stuff is extremely exciting.,1
4788,Excited to see California issuing licenses for self driving cars by 2015. http://t.co/6QKQvLqS85 requires a $5m insurance policy.,1
4790,Google has self-driving cars built from the ground up. Probably the most amazing thing they have done. I wish my grandparents had had one.,1
4793,Self driving cars = Significant reduction in accidents and road deaths. A smaller insurance industry. Much more diversity in vehicle design.,1
4794,Self driving cars = Radically lighter and more efficient vehicles. Elimination of range anxiety and fully electric fleets.,1
4795,I promise you that the last thing this world needs is a self-driving car.,0
4797,"""Tech we have developed for self driving cars can also be applied to all cars...to make safer"" #SergeyBrin #CodeCon http://t.co/TcFvn3mePC",1
4799,"""Self-driving car"" oh yeah I'm mos def getting that and rolling blunts on the way to the beach!",1
4801,Happy travels from #GoogleCar! | Google's Self-Driving Car just got slightly more real http://t.co/2dNs5o7fAm via @core77,1
4804,I don't really understand the point of a self driving car if it only goes 25 mph. No steering wheel or breaks. Just lazy Americans.,0
4805,"@saidsecretly Well, thatÌ¢âÂã¢s the other part of it; ubiquitous self-driving cars will make actually owning a car pointless for non-enthusiasts.",0
4806,Ì¢âÂÒ@_Ceel0s: google self driving cars omfgÌ¢âÂå omfg no way omfg,1
4814,"#Google is working on self driving, I am thinking local government might want that stopped. The loss or shift of a lot of money out there",0
4819,hey @google what's the deal with drinking and self driving cars? that's true disruption,0
4820,I totally want to test drive a self-driving car.  That's the biggest oxymoron ever.,1
4822,"My only fear of self-driving cars is that it will make people even lazier, leading to a Wall-e-esque future like this http://t.co/YzlPxjq5Nt",0
4824,Somebody on the Internet made a good point about the negatives self-driving cars will have on career truck drivers.,0
4825,All I want for Christmas is @google's self-driving car....#IllBeGoodIPromise!,1
4826,"The self-driving car will have a truly massive economic impact many, many industries. Insane disruption. But in equal, opportunity.",0
4836,Self-driving cars? Isn't that why we have public transportation? #GoogleSelfDrivingCar,0
4838,@KalypsoPuppy Probably everyone else needs one. Self driving cars might even make NYC drivable.,1
4840,"And, when we talk abt self-driving cars we must remember the glorious fantasy that is Autonomous Intersection Mgmt https://t.co/6ozh8NAace",0
4841,Self driving cars sound so terrifying. Like what if they break or don't see construction or drive you off a cliff,0
4842,"What is this self-driving car nonsense? I swear, I feel like humans will have to do absolutely nothing for themselves in about a week.",0
4848,Indian telcos have unlimited mileage self driving car. After 2 KM it runs slower than walking.  @prasanto,0
4849,I guarantee you..the NFL will jump ALL OVER these self-driving cars. They already give drunk athletes $$ off Uber rides from the club,1
4851,@SellPuts @CthruHD People who would buy a self driving car are pathetic. I assume they'll come with racks on back for the rascal scooter...,0
4852,Self driving cars?  Hard pass #notaboutthatlife,0
4855,Self-driving cars! @charlestm  @ VCU Brandcenter http://t.co/0tgXVxcU,1
4858,I hope I get to see truly self driving cars in my lifetime.,1
4861,self-driving cars are gonna transform LA like whoa,1
4865,Witnessed a GoogleÌ¢âÂã¢s self-driving Lexus merge on to the 101 perfectly between two other cars. Very impressed.,1
4866,I see these self-driving cars more and more now. Makes me want one soooo bad! @ Silicon Valley http://t.co/5ogpb62p,1
4867,"Google's robotic Toyota Priuses have driven more than 300,000 miles without a driver. Now self-driving cars is legal in California.",1
4868,#ITSA2013AM town hall survey on self-driving cars - 75% see Autonomous cars on residential streets in 15 yrs. can't wait 2028!,1
4875,Self-driving cars are probably going to suck a bit.,0
4878,@mysticgeek obviously the real solution is self-driving cars.,1
4879,Love that Self-driving New Car Smell. http://t.co/cdl63t1K7K,1
4880,"New York would be so much nicer if all it had were pedestrians, bikes, trains, and Google self-drivingÌ¢âÂå_ http://t.co/W3eOmpq2ay",1
4882,Just drove past a fleet of Google Self-Driving Cars rolling through downtown Mountain View. Nerdy and awesome! http://t.co/5a9uOPn2zR,1
4884,Self driving cars will go mainstream by 2025 #fuckdattt,0
4887,@sarahwilsey wow....... Technology is getting ridiculous. Like why do we need self driving cars?!,0
4890,Why is google putting so much into self driving cats when we can take the bus,0
4893,#Google's self-driving car has a cute exterior and no morals whatsoever: http://t.co/uZnATe9aqR,1
4898,Blind cars/self driving cars: how the negatives can outweigh the positives https://t.co/2hEB3SH4t4 via @audioboo,0
4913,I canÌ¢âÂã¢t wait to rent my self-driving Audi via Cruise to @uber when IÌ¢âÂã¢m not using it. Then it will return to me when I need it.,1
4915,"Okay, ready for self-driving cars now plz.",1
4917,The Surprising Way Self-Driving Cars Could Save Lives  #truth http://t.co/pylbKSkgfg via @forbes,1
4919,@siobhannyc can't wait for the Google self driving cars so massive traffic isn't such a massive waste of time.,1
4920,So I suppose apple fans think it's possible to magically skip the entire real-world proving ground phase of self driving cars?,0
4922,"@emilymbadger @schala09 in urban environments, even self-driving cars take up too much space and doesn't carry enough in and out.",0
4925,Gonna come out and say it: I am scared shitless of self-driving cars. But keep in mind I am also scared shitless of human-driven cars.,0
4927,"We invented the car and now, we're on the verge of introducing the self-driving car. See our breakthroughs: http://t.co/dj4SngfAlx",1
4930,"We invented the car and now, we're on the verge of introducing the self-driving car. See our breakthroughs: http://t.co/I0OMKimXtF",1
4933,Just saw Google's self driving car! http://t.co/NOS6IPvOk0,1
4935,"Wow! #Gesturetechnology, parking assist, self-driving cars. Interesting and cool report this morning! @MBUSA @TODAYshow @craigmelvin",1
4937,"@TheOnion Would I use a self driving car? Probably not. In 10 years, will I have a choice? Probably not. #takingover",0
4938,@ChrisN305 Robots! Drones! Eeeeee. Ì¢âÂÒ@FastCoDesign: Google's self-driving car is onto something: http://t.co/smKZViKcclÌ¢âÂå,1
